Date,Crude_Oil,BCP,ESSO,IRPC,PTG,PTT,PTTEP,PTTGC,SRPC,SUSCO,TOP,Dollars
1/27/2022,78.93,27,7.55,3.8,13.9,38.75,127,57,9.8,3.34,52.5,33.189
1/28/2022,77.43,27.75,7.6,3.78,14,38.75,128,56.75,9.7,3.4,52.5,33.272
1/31/2022,78.3,27.75,7.7,3.8,14.7,39,129.5,56.5,9.6,3.54,52.5,33.431
2/1/2022,79.35,27.75,7.75,3.82,14.6,38.75,128.5,56.5,9.75,3.62,52.75,33.244
2/2/2022,80.52,27.75,7.65,3.8,14.5,38.75,127,56.5,9.65,3.62,52,33.211
2/3/2022,80.64,28.5,7.65,3.82,14.6,38.75,129,57,9.65,4,51.75,33.159
2/4/2022,80.44,29.5,7.85,3.92,14.7,39.75,130.5,57.5,10.2,3.96,53.75,33.015
2/7/2022,81.31,30.75,8.15,3.94,14.8,40,131,57.75,10.2,4.02,54,32.943
2/8/2022,82.28,30.25,7.95,3.9,14.7,40.25,134,57.5,9.8,3.9,53.75,32.972
2/9/2022,82.44,29.5,7.95,3.98,14.7,40.5,133.5,58.25,9.75,3.82,53.75,32.886
2/10/2022,82.96,29.25,7.8,3.94,14.8,40.5,131.5,57.75,9.6,3.84,53.5,32.723
2/11/2022,83.87,29,7.75,3.96,14.7,40.25,131,57.75,9.35,3.9,53,32.708
2/14/2022,82.5,29.75,7.9,3.96,14.4,40.5,133.5,57.25,9.4,3.8,53.5,32.592
2/15/2022,83.76,29.25,7.85,3.98,14.7,40.25,133,56.5,9.35,3.84,52.75,32.343
2/17/2022,83.76,29.5,7.8,4.02,14.8,40,131.5,56.25,9.35,3.86,53.25,32.236
2/18/2022,84.65,30.75,7.65,3.98,14.8,39.5,130,55,9,3.8,53.25,32.147
2/21/2022,82.66,29.75,7.5,3.94,14.6,38.75,127,55,8.8,3.8,52.75,32.126
2/22/2022,82.81,30.75,7.65,3.78,14.5,39,129.5,54.75,8.75,3.76,53,32.396
2/23/2022,83.57,30.75,7.6,3.8,14.7,38.5,128,54.75,8.7,3.72,52.75,32.394
2/24/2022,84.05,31.25,7.5,3.72,14.3,38.75,132.5,54.25,8.8,3.56,53,32.451
2/25/2022,83.91,31.25,7.55,3.78,14.3,39,132.5,55,8.75,3.62,53.5,32.531
2/28/2022,80.86,31,7.5,3.8,14.4,39.5,136.5,53,8.9,3.56,53.75,32.723
3/1/2022,78.81,31.75,7.65,3.76,14.5,39,137.5,52.25,9,3.58,53.5,32.611
3/2/2022,81.27,31.25,7.9,3.76,14.4,39.75,149.5,52.25,9.05,3.54,54.25,32.671
3/3/2022,81.93,32.25,7.85,3.78,14.4,40,150.5,51.5,9.05,3.64,52.5,32.539
3/4/2022,84.15,31.25,7.65,3.68,14.3,38.5,150.5,50.5,8.85,3.5,50,32.62
3/7/2022,81.34,30.75,7.55,3.56,13.7,38.5,153.5,49.25,8.55,3.44,49,32.855
3/8/2022,81.59,31,7.4,3.54,13.3,38.25,152.5,48.75,8.5,3.44,48.75,33.1
3/9/2022,80.79,29.5,7.55,3.56,13.5,38.75,146,48.75,8.5,3.42,50.25,33.18
3/10/2022,80.88,30.25,8,3.64,13.5,38.75,146.5,50,9,3.36,52.75,33.076
3/11/2022,80.76,31,7.95,3.7,13.4,39.5,149.5,51,9.1,3.34,53.75,33.225
3/14/2022,78.36,30,7.75,3.68,13.7,39.5,148,50.5,8.95,3.36,53.25,33.422
3/15/2022,79.01,29,7.55,3.62,13.4,38.75,145.5,50,8.95,3.38,51.25,33.498
3/16/2022,76.1,29.25,7.7,3.6,13.5,39,147,50.25,9.3,3.38,51.25,33.439
3/17/2022,76.75,29.5,7.65,3.6,13.6,39.25,143.5,50.5,9.25,3.34,51.25,33.253
3/18/2022,78.5,29,7.9,3.56,13.6,39,145,50.5,9.15,3.36,51,33.307
3/21/2022,78.39,29.25,7.85,3.54,13.5,39,146,50,9.2,3.34,51.25,33.461
3/22/2022,77.41,30.25,8.1,3.58,13.6,39.25,150.5,50.25,9.55,3.34,52.75,33.632
3/23/2022,68.15,30.25,8.2,3.58,13.5,39.25,152,50.75,9.8,3.38,53.75,33.544
3/24/2022,69.95,30.5,8.3,3.58,13.4,39.5,154,51.5,9.9,3.36,53.25,33.649
3/25/2022,66.18,30.5,8.45,3.56,13.3,39,151.5,51.5,9.9,3.36,53.25,33.512
3/28/2022,65.57,30.5,8.65,3.6,13.3,39,151,51.75,10.3,3.34,54.5,33.709
3/29/2022,66.5,30.25,8.5,3.6,13.3,38.75,150.5,51.5,10.2,3.32,54.25,33.728
3/30/2022,66.26,29.5,8.1,3.58,13.5,38.75,148,50.75,9.85,3.3,52.75,33.451
3/31/2022,69.49,29.75,7.95,3.56,13.5,38.5,144,50.75,9.65,3.3,51.75,33.305
4/1/2022,72.05,29.5,8,3.56,13.4,38.75,146,50,9.6,3.28,52,33.382
4/4/2022,72.36,29.5,8,3.58,13.6,38.75,145.5,50,9.7,3.4,52.25,33.494
4/5/2022,70.94,30.75,8,3.56,13.4,38.5,146,51.5,9.7,3.34,52,33.458
4/7/2022,71.67,31,8.05,3.52,13.3,38.25,146,50,9.75,3.26,52,33.505
4/8/2022,71.29,30.5,8,3.5,13.3,37.75,143,50.25,9.4,3.26,51.5,33.573
4/11/2022,70.73,30.5,7.9,3.48,13.2,37.75,146,50,9.5,3.2,51.75,33.64
4/12/2022,70.87,30.5,7.9,3.46,13.4,37,143.5,49.25,9.35,3.2,51.75,33.68
4/18/2022,72.38,31,8,3.5,13.2,37.25,150,49,9.55,3.22,52,33.663
4/19/2022,70.86,31.75,8.35,3.52,13.2,37.75,152,49.5,9.95,3.22,53.75,33.72
4/20/2022,68.23,31.75,8.4,3.52,13.2,37.5,148.5,49.5,10,3.22,54.5,33.816
4/21/2022,71.12,32,8.5,3.52,13.3,37.75,148,49.5,10.1,3.22,54,33.825
4/22/2022,72.76,32,8.55,3.52,13.3,37.25,146,49.5,10.1,3.3,54.25,33.919
4/25/2022,73.79,31.75,8.5,3.48,14,37,144.5,49,10,3.28,53.75,34.001
4/26/2022,75.57,31.75,8.65,3.46,13.8,36.75,144.5,48.25,10,3.22,53.5,34.144
4/27/2022,75.98,32.75,8.65,3.38,13.7,36.5,148,47.5,10.1,3.24,53.5,34.36
4/28/2022,76.56,33,9.2,3.42,14.5,37.25,148,48.75,10.7,3.28,55.75,34.438
4/29/2022,76.99,33.5,9.35,3.48,14.3,37.5,151,50,10.8,3.34,56.5,34.338
5/3/2022,75.21,33.75,9.4,3.5,14.2,37.25,148.5,50.25,10.9,3.3,56.75,34.464
5/5/2022,76.08,34.75,9.55,3.48,14.3,37.5,154.5,50.25,11,3.3,57.75,34.101
5/6/2022,76.99,34.5,9.55,3.44,14.2,37.25,154.5,49.5,11,3.36,58.25,34.375
5/9/2022,77.85,34,9.5,3.42,13.8,37,154.5,49,11.2,3.54,58.75,34.526
5/10/2022,79.46,34.75,9.35,3.38,14.1,37,151.5,48.75,10.9,3.48,58,34.568
5/11/2022,78.9,34.25,9.3,3.22,14.1,36.75,153,48,10.8,3.54,57,34.677
5/12/2022,78.23,33.75,8.9,3.08,13.9,36.5,149.5,44.75,10.8,3.24,55,34.728
5/13/2022,81.22,34.25,9.15,3.1,14,36.25,151.5,44.25,11.1,3.28,56,34.736
5/17/2022,82.64,35,9.65,3.24,14.7,37,157.5,46.25,11.8,3.32,58.75,34.626
5/18/2022,82.12,35.25,9.8,3.28,15,36.75,158.5,47,12,3.3,58.75,34.624
5/19/2022,83.82,34.75,9.55,3.26,15,36.25,155.5,46.25,11.7,3.26,57.25,34.63
5/20/2022,83.83,34.25,9.65,3.28,15,36.75,156.5,46.5,11.7,3.24,57.75,34.447
5/23/2022,83.69,33.75,9.65,3.34,15,37.5,157,47.5,11.8,3.24,57.75,34.288
5/24/2022,85.43,32.5,9.5,3.28,14.8,37,155.5,47.25,11.6,3.24,57,34.19
5/25/2022,86.96,32.5,9.5,3.32,14.7,36.75,155.5,46.5,11.6,3.26,56.75,34.205
5/26/2022,86.9,32.5,9.6,3.34,14.9,37,160,47,11.8,3.36,56,34.29
5/27/2022,85.14,32.25,9.95,3.38,14.7,37.5,165.5,47.5,11.8,3.32,57,34.168
5/30/2022,83.31,32,9.9,3.4,14.6,38,165.5,48,11.9,3.4,56.5,34.08
5/31/2022,85.6,33,10.3,3.46,14.6,38.25,169.5,48.25,12.3,3.48,58,34.189
6/1/2022,87.35,32.75,10.3,3.44,14.4,38.25,167.5,48.25,12.2,3.58,57.5,34.333
6/2/2022,86.61,33,10.3,3.46,14.6,38,166.5,48.25,12.5,3.56,58.25,34.385
6/6/2022,86.82,33.25,10.4,3.5,14.6,38.25,168.5,48,12.7,3.6,58.25,34.391
6/7/2022,88.15,34.25,11.2,3.54,14.4,38,169,48.25,13,3.84,59.5,34.461
6/8/2022,88.2,35,11.4,3.62,14.4,38,170,48.5,13.1,3.72,60.75,34.482
6/9/2022,88.26,35,12,3.6,14.5,37.75,174,48.75,13.3,3.82,60.75,34.517
6/10/2022,90.27,34.25,12.2,3.5,14.4,37.5,173,47.25,13,3.8,56.75,34.67
6/13/2022,92.31,31.75,11.8,3.4,13.7,36.5,173,45.25,12.6,3.52,53.5,34.812
6/14/2022,91.32,32.5,12.3,3.42,14.1,36.5,173.5,46.25,12.8,3.68,54.5,34.951
6/15/2022,89.36,32.75,12.1,3.4,14,36,169,46.25,12.7,3.66,54.75,35.079
6/16/2022,89.66,32.25,11.8,3.3,13.6,34.75,166,45.25,12.5,3.58,53.25,34.963
6/17/2022,89.88,29.25,10.7,3.1,13.6,33.5,162.5,43.75,11.3,3.56,49.5,35.228
6/20/2022,93.1,29.5,10.8,3.12,13.8,33.25,158.5,44,11.6,3.58,49.5,35.278
6/21/2022,95.46,30.5,11.5,3.16,13.8,33.75,163,44.75,12,3.8,51,35.385
6/22/2022,92.07,31,11.6,3.2,13.7,33.75,158,44.75,12.2,3.74,51,35.474
6/23/2022,93.66,31.5,11.4,3.16,13.8,33.25,154,44.75,12,3.66,50.25,35.431
6/24/2022,91.76,31,11.1,3.16,13.7,33.25,153.5,44.75,11.7,3.7,49.75,35.54
6/27/2022,91.07,30.5,11.2,3.24,13.8,34,156.5,45.75,11.7,3.56,51,35.416
6/28/2022,91.62,31.75,11.4,3.28,13.8,35,162.5,46.25,12.2,3.62,52.25,35.259
6/29/2022,92.65,32,11.6,3.26,13.7,35,163.5,46,12.2,3.76,52.25,35.074
6/30/2022,92.35,31.25,11.6,3.22,13.5,34,159.5,45.5,12.1,3.64,51.5,35.287
7/1/2022,92.1,31.25,11.4,3.22,13.6,34.5,159,45.5,12.1,3.6,52.25,35.537
7/4/2022,92.81,31.25,11.8,3.18,13.6,34.25,159,45,12.1,3.56,51.5,35.664
7/5/2022,91.59,31,11.7,3.18,13.3,34.25,163,44.5,12.1,3.4,51.75,35.704
7/6/2022,95.72,30.75,11.3,3.14,13.2,34,155.5,44.25,12,3.46,51.25,36.017
7/7/2022,103.41,31.25,11.3,3.22,13.7,34.75,156.5,44.75,11.7,3.52,51,36.19
7/8/2022,110.6,30.75,11.2,3.2,13.8,34.5,159,45.5,11.7,3.46,51.25,35.987
7/11/2022,107.67,30.75,11.3,3.2,14.2,34,161.5,45,11.5,3.46,51,36.012
7/12/2022,115.68,31,11.2,3.18,14.2,33.75,160,44.5,11.5,3.38,50.75,36.304
7/14/2022,119.4,29.75,10.6,3.12,14.2,33.75,156.5,43.75,11.1,3.38,50,36.363
7/15/2022,123.7,29,10.2,3.12,14,33.5,154,43.5,10.9,3.4,49.25,36.67
7/18/2022,108.7,29.5,10.3,3.16,13.9,34.5,158,44,11.1,3.38,50,36.602
7/19/2022,106.02,30,10.5,3.2,13.7,34.25,160,44.25,11.4,3.4,50.75,36.657
7/20/2022,109.33,29.75,10.5,3.22,14,34.25,160.5,44.25,11.3,3.36,50.25,36.656
7/21/2022,103.01,29.75,10.5,3.2,14.1,34.25,158.5,44.5,11.1,3.46,50.25,36.784
7/22/2022,96.44,29,10.3,3.18,14.3,34.5,160,44.25,11.1,3.42,50,36.84
7/25/2022,95.04,29,10.2,3.22,14.5,34.25,158.5,44.5,11,3.42,50.25,36.714
7/26/2022,102.98,29.25,10.4,3.24,14.3,34.5,161.5,43.5,11.3,3.42,50,36.668
7/27/2022,104.7,29.5,10.6,3.26,14.3,34.75,162.5,44.25,11.7,3.48,51.25,36.822
8/1/2022,112.12,29.5,10.8,3.34,14.9,35.25,159.5,45.25,12,3.54,51.5,36.207
8/2/2022,111.76,29.75,10.9,3.34,15.1,35.25,159,45.25,11.7,3.54,51.25,36.087
8/3/2022,114.93,30.25,11,3.38,15,35.25,161.5,45.5,11.6,3.64,52,36.197
8/4/2022,112.34,29.5,10.6,3.32,15.3,35,154.5,44.75,11,3.64,51.5,36.151
8/5/2022,113.9,29,10.2,3.32,15.4,35.5,151,45.25,10.9,3.56,51,35.654
8/8/2022,105.96,29,10.4,3.4,15.4,36.5,154,45.75,10.8,3.56,50,35.783
8/9/2022,104.24,29.5,10.7,3.42,15.4,36.25,155.5,46.5,10.9,3.56,51,35.481
8/10/2022,107.82,30.25,11.2,3.44,15.5,36.75,156.5,46.75,11.2,3.7,52.25,35.419
8/11/2022,100.28,30,10.9,3.42,15.2,37,158,46.25,11.3,3.62,53.25,35.308
8/15/2022,99.27,30.75,11.2,3.42,15.7,37,154.5,47.25,11.7,3.68,54.5,35.447
8/16/2022,103.28,31.5,11.6,3.48,15.4,37.5,156,47.5,12.3,3.68,56,35.412
8/17/2022,101.96,32.5,12,3.5,15.3,37.75,155,48,12.8,3.66,57,35.414
8/18/2022,96.23,32.75,12.1,3.5,15.3,37.25,155,47.5,12.8,3.7,57,35.59
8/19/2022,96.03,33.25,12.3,3.46,15.4,37,157.5,46.75,12.8,3.66,57.5,35.724
8/22/2022,98.26,33.5,12.6,3.46,14.9,36.75,157.5,46.5,12.8,3.7,57.5,35.938
8/23/2022,94.29,34,12.8,3.52,15,37.5,161,47.25,13.2,3.7,59.5,36.226
8/24/2022,100.6,35,13.2,3.48,15,37.75,168,47.25,12.8,3.7,60.25,36.162
8/25/2022,104.25,35.25,13.4,3.5,15.2,37.75,168,47.75,12.7,3.76,60.75,35.894
8/26/2022,106.95,35.75,13.3,3.5,15.3,38,167.5,47.75,12.9,3.76,61,35.9
8/29/2022,108.21,36.25,13.4,3.48,14.9,37.5,172,47,12.8,3.78,61.5,36.418
8/30/2022,102.56,36.75,14.3,3.46,15.1,38,172,47.5,13.2,3.78,63,36.431
8/31/2022,102.75,35.25,14.1,3.42,15.3,37.5,168.5,47.5,12.9,3.74,60.75,36.497
9/1/2022,103.79,34.5,13.8,3.34,15.1,36.75,166,46.5,12.5,3.7,59,36.704
9/2/2022,102.07,35,14,3.34,15.1,36.75,166.5,45.25,12.6,3.74,58.75,36.804
9/5/2022,98.54,34.75,14,3.3,14.9,37,167,44.75,12.9,3.8,59,36.749
9/6/2022,101.7,34.5,13.9,3.32,14.9,37.25,165.5,44.5,12.7,3.78,59,36.46
9/7/2022,102.02,33,14.1,3.28,14.8,37,165,44.5,12.6,3.8,57.25,36.753
9/8/2022,105.36,32.75,13.1,3.24,15.5,36.25,160,45,12.1,3.68,55.25,36.447
9/9/2022,104.69,33.25,13.5,3.3,15.3,36.75,163,44.75,12.3,3.78,56.25,36.305
9/12/2022,105.17,33.25,13.5,3.32,15.2,37.25,164.5,45.75,12.3,3.8,56.25,36.434
9/13/2022,102.41,33,13.8,3.34,15.5,37,164,46,12.3,3.76,55.75,36.292
9/14/2022,107.81,32.5,13.8,3.32,15.6,36.75,164.5,45.75,12.1,3.94,56,36.685
9/15/2022,108.26,32.25,13.6,3.28,15.5,36.75,167,45.25,11.8,4.14,56,36.714
9/16/2022,109.77,31.75,13,3.22,15.3,36.75,166.5,44.75,11.2,4.32,54.5,37.011
9/19/2022,103.09,31.25,12.8,3.22,15.9,36.75,168,44.5,11.3,4.22,54.5,36.937
9/20/2022,99.76,31.5,13.2,3.22,16,37,169.5,44.25,11.6,4.52,55,36.928
9/21/2022,105.71,32,13.3,3.24,16,37,174.5,44,12,4.64,56.25,37.145
9/22/2022,106.13,31.75,13.4,3.24,16.200001,37.25,173.5,44,11.8,4.78,55.75,37.358
9/23/2022,110.49,31.5,13.3,3.24,16.1,37,170.5,43.25,11.6,4.7,54.75,37.335
9/26/2022,114.2,31,13.1,3.18,15.9,37,166,42.75,11.3,4.56,53.75,37.783
9/27/2022,112.4,30.25,12.7,3.18,15.6,36.75,164.5,43,11,4.68,52.25,37.923
9/28/2022,109.59,29.5,12.5,3.12,15.8,35,162,41.75,10.6,4.56,51,38.162
9/29/2022,112.21,29.75,12.8,3.12,15.6,34.25,161,41.25,10.5,4.38,51.75,38.121
9/30/2022,113.23,29.5,12.8,3.12,16,34,160.5,41.5,10.6,4.52,51.25,37.915
10/3/2022,110.29,29.75,12.7,3.16,15.5,34,164.5,41.5,10.4,4.34,50.25,38.012
10/4/2022,109.77,30,13,3.1,15.9,34.5,165,41.75,11,4.94,51.5,37.73
10/5/2022,110.33,30.25,13.5,3.1,16,34.5,168,41.75,11.3,4.9,52.25,37.402
10/6/2022,114.09,31,14.2,3.16,15.8,34.5,170,41.5,11.5,5,52.25,37.25
10/7/2022,115.07,30.75,14.2,3.14,15.7,34.5,170,41,11.4,5,52.5,37.422
10/10/2022,115.61,30.75,14,3.08,15.1,34.5,170.5,40.25,11.4,4.96,52.75,37.797
10/11/2022,117.61,30,13.9,3.04,14.8,34.5,170,40.5,11.2,4.8,52,38.123
10/12/2022,114.67,30,13.7,2.98,14.3,34.5,170,40.5,11.1,4.76,51,38.143
10/17/2022,115.26,29.25,13.9,3,14.4,34.25,169.5,41,11.1,4.76,51.25,38.176
10/18/2022,116.87,29.5,14.1,3.06,14.3,34.25,170,41,11.2,4.94,51.75,38.08
10/19/2022,118.87,29.5,14.2,3.06,13.9,34.25,168.5,42,11.2,4.9,52.5,38.107
10/20/2022,118.5,31,14.3,3.1,13.8,34.75,171.5,41.5,11.5,5,52.75,38.311
10/21/2022,119.41,30,14.5,3.06,13.7,34.75,172.5,41.75,11.5,5,52.75,38.339
10/25/2022,122.11,29.75,14.3,3.06,13.8,35,173.5,42,11.4,4.9,51.75,38.229
10/26/2022,121.51,30.25,14.5,3.06,13.9,35,173.5,42,11.6,4.84,51.75,37.917
10/27/2022,120.67,30.25,14.7,3.12,13.6,35.5,176,42.5,11.7,4.82,53,37.76
10/28/2022,120.93,30,14.7,3.12,13.6,36,180.5,42.5,11.8,4.7,53,37.752
10/31/2022,118.93,30.5,14.5,3.14,13.9,36,181.5,43.5,11.9,4.6,54.5,38.018
11/1/2022,115.31,31,14.6,3.18,14.2,36,187,44.25,12.2,4.72,55,37.903
11/2/2022,117.59,32.25,14.5,3.2,14,36,186.5,45,12,4.86,55.25,37.661
11/3/2022,109.56,32.5,14.3,3.18,14.1,35.75,188,45.25,12.1,5.05,55.5,37.853
11/4/2022,108.94,33.5,14.6,3.2,14.2,36,192,46.25,12.3,5,57.25,37.683
11/7/2022,108.84,33.75,14.5,3.24,14.1,35.75,191.5,48.5,12.4,4.94,58.25,37.407
11/8/2022,110.65,33,14,3.24,14,35.5,192,48.25,12.2,4.8,57.25,37.337
11/9/2022,106.19,33,13.6,3.08,13.9,35,193,47,11.9,4.56,56.5,36.853
11/10/2022,104.27,32.5,13.2,3.06,14.1,34.25,189.5,46.5,11.7,4.34,54.5,36.884
11/11/2022,107.62,32.75,13.4,3.08,14.2,34.75,189,47.75,12.2,4.3,55.25,36.004
11/14/2022,109.57,32,12.8,3.06,13.9,34,188.5,48,11.9,4.28,55.5,35.81
11/15/2022,111.76,31.5,12.8,3.06,14.2,33.5,184.5,47.75,11.7,4.16,54.25,35.693
11/16/2022,109.78,32,12.7,3.02,14,33.5,188.5,47.5,11.8,4.22,54.25,35.7
11/17/2022,105.76,31.25,12.4,3.02,14,33,187,46.5,11.5,4.3,53.5,35.849
11/18/2022,108.43,31.5,12.4,3,14.3,33.5,187,47.25,11.5,4.18,54.5,35.838
11/21/2022,108.19,31.25,12,3.02,14.3,33.25,186.5,46.5,11.1,4.18,53.75,36.063
11/22/2022,110.4,30.75,11.9,3,14.4,33.25,185,45.75,11.2,4.26,53.25,36.178
11/23/2022,99.5,31.5,12.4,3,14.7,33.75,193.5,46.5,11.8,4.44,54.75,36.158
11/24/2022,98.53,32,12.7,3.06,14.9,33.75,190,47.25,12,4.48,55.25,36.001
11/25/2022,102.73,31.75,12.5,3.06,14.9,33.75,186.5,47,11.8,4.4,55,35.663
11/28/2022,104.79,31.5,12.5,3.06,14.6,33.25,184,47,11.8,4.38,54.75,35.86
11/29/2022,104.09,31.75,12.3,3.1,14.7,33.25,188.5,48.25,11.7,4.44,55.5,35.634
11/30/2022,95.84,32,12.1,3.08,14.8,33.25,188,48,11.6,4.38,55.5,35.35
12/1/2022,96.3,32.25,12.7,3.06,15.1,33.25,186,48,11.8,4.44,56.5,34.989
12/2/2022,95.78,32.25,12.5,3.04,14.9,33,182.5,46.75,11.8,4.4,55.75,34.774
12/6/2022,97.59,32,12.3,3,14.8,32.75,180.5,46,12,4.22,55.75,35.052
12/7/2022,102.6,31.5,12,3,14.7,32.25,176,46,11.8,4.2,54.25,35.078
12/8/2022,104.22,31,11.5,2.98,14.8,31.75,172.5,46.25,11.6,4.18,54,34.799
12/9/2022,102.26,31.25,11.7,2.98,14.9,32,171.5,46,11.7,4.1,54.25,34.784
12/13/2022,96.35,31.25,11.7,2.96,14.8,32,175,45.5,11.8,4.26,54.25,34.784
12/14/2022,94.7,31.25,11.9,2.98,14.8,31.75,174,46.5,11.5,4.22,54.75,34.614
12/15/2022,96.7,31,12.1,2.96,14.5,31.5,173,47,11.6,4.22,54.75,34.774
12/16/2022,94.98,30.75,12.1,2.92,14.4,31.25,172.5,46.75,11.5,4.16,54,35.01
12/19/2022,97.26,30.75,11.9,2.88,14.6,31.25,166,46.5,11.3,4.26,53.75,34.82
12/20/2022,96.42,30.25,11.7,2.9,14.1,31.25,166.5,45.75,11.3,4.12,53.5,34.916
12/21/2022,98.62,30.25,11.8,2.9,14.2,31,166.5,45.5,11.2,4.1,53.5,34.775
12/22/2022,93.89,30.75,11.9,2.92,14,31.5,171,44.75,11.3,3.98,54.5,34.687
12/23/2022,94.42,30.5,11.9,2.92,14,31.5,171.5,44.75,10.9,4,55.25,34.801
12/26/2022,90.66,31,12.1,2.96,14.2,32.25,174,45.5,10.9,4.1,55.75,34.751
12/27/2022,88.54,31.75,12.5,3.02,14.5,32.5,175,47.25,11,4.16,56.25,34.642
12/28/2022,89.01,31.75,12.5,3.04,14.3,32.75,175,47.5,11.1,4.16,56,34.672
12/29/2022,90.76,31,13,3.02,14.4,32.75,176,47.5,10.9,4.26,56.5,34.638
12/30/2022,90.5,31.5,12.6,3.02,14.5,33.25,176.5,47.25,10.7,4.02,56.25,34.545
