Date,Crude_Oil,BCP,ESSO,IRPC,PTG,PTT,PTTEP,PTTGC,SRPC,SUSCO,TOP,Dollars
12/17/2020,40.6,21.799999,8.2,3.84,17.5,42.25,102,59.25,8.6,3.04,54.25,29.904
12/18/2020,39.29,21.799999,8.1,3.78,17.4,42.75,100.5,59.25,8.3,3.04,54.75,29.805
12/21/2020,40.22,19.9,7.45,3.62,16.4,40.5,96,56,7.95,2.86,52.5,30.024
12/22/2020,38.72,19.799999,7.6,3.74,16.4,41.25,97.5,58.25,8.05,2.86,53,30.155
12/23/2020,37.05,19.5,7.45,3.6,16.299999,40.25,95.25,56.75,7.85,2.88,51.5,30.208
12/24/2020,39.22,20,7.7,3.72,16.4,41.25,95.75,58.5,7.95,2.88,52.25,30.184
12/25/2020,40.67,20.5,7.7,3.8,16.5,42,96.5,59.75,8.3,2.96,54,30.084
12/28/2020,39.95,20,7.35,3.68,16.200001,41,95,58,7.85,2.86,51.25,30.126
12/29/2020,41.19,20.6,7.55,3.82,16.299999,42.5,97.75,59.75,8.35,2.92,53.25,30.071
12/30/2020,40.6,20.6,7.4,3.72,15.9,42.5,98.25,58.5,8.05,2.92,52,30.014
1/4/2021,39.43,22.200001,7.7,3.86,16,42.5,98.75,59.75,8.85,2.9,54.75,29.901
1/5/2021,40.2,25.5,8.15,3.84,16.5,42,100,59.75,9.2,2.96,56.25,29.904
1/6/2021,41.04,24.5,8.55,4.04,17,42.75,104.5,60.25,9.4,2.9,57,29.927
1/7/2021,40.96,24.9,8.35,3.94,16.9,42.5,104,62.25,8.8,2.9,57,29.94
1/8/2021,40.88,25.25,8.05,3.76,16.700001,42.75,104.5,62,8.65,2.88,57.5,30.104
1/11/2021,40.83,24.6,8.1,3.74,16.5,43,103.5,62.25,8.4,2.86,56.5,30.151
1/12/2021,41.46,25.5,8.8,3.78,16.700001,43.75,107,64.25,8.95,2.9,59,30.165
1/13/2021,40.03,26.75,8.7,3.86,16.799999,44.5,112.5,64.25,9.05,2.9,60,30.002
1/14/2021,40.64,26.25,8.5,3.74,16.6,44,113,63.25,8.95,2.92,58.75,30.022
1/15/2021,39.85,26,8.6,3.72,17.200001,43.25,111,62.5,8.75,2.94,59,29.998
1/18/2021,38.56,26.5,8.7,3.66,17.799999,42.5,111,61.5,8.75,3.08,57.5,30.113
1/19/2021,39.57,26.5,9,3.8,17.700001,41,113,63.5,9.35,3.04,59,30.053
1/20/2021,37.39,25.75,8.85,3.74,17.799999,41,112.5,63,9.3,3.04,57.75,29.975
1/21/2021,36.17,26,8.8,3.72,17.6,40.75,112.5,63,9.15,2.98,58,29.937
1/22/2021,35.79,24.4,8.55,3.68,17.1,39.5,111.5,61.25,9.05,2.94,55.5,29.976
1/25/2021,36.81,25.25,8.75,3.7,17.6,40,110.5,62,9.3,2.96,56.75,29.978
1/26/2021,37.66,25,8.75,3.72,17.6,39.75,112,62.75,9.3,2.88,56.75,29.973
1/27/2021,39.15,24.799999,8.8,3.68,17.4,39.25,110,61.5,9.25,2.94,56.25,29.98
1/28/2021,38.79,23.700001,8.35,3.58,17,38.5,108,60,8.8,2.9,55,30.035
1/29/2021,37.14,24.1,8.35,3.4,17.200001,37.75,103.5,59,8.9,2.92,54.5,29.985
2/1/2021,40.29,25.5,8.55,3.68,17.299999,39.25,106.5,60.75,9.15,2.94,56.25,29.925
2/2/2021,41.36,25.75,8.6,3.6,17.6,38.75,107,61,9.4,2.96,56.5,29.978
2/3/2021,41.45,25.75,8.55,3.6,17.299999,38.25,107.5,61.25,9.55,3.02,56.75,30.022
2/4/2021,41.12,25.5,8.7,3.62,17.200001,38.25,109,62,9.4,2.98,58.25,30.029
2/5/2021,40.13,26,8.65,3.62,18,39,109,62,9.25,3,58.75,30.116
2/8/2021,41.34,25.75,8.7,3.72,18.200001,40.25,109.5,63,9.35,2.98,59,30.041
2/9/2021,41.43,26,8.85,3.72,18.200001,41,111,64.75,9.2,2.98,59,29.97
2/10/2021,41.82,25.5,8.7,3.66,18.200001,40.75,111,63.75,9,2.98,58.75,29.917
2/11/2021,41.74,26,8.9,3.66,18.799999,40.25,111.5,63.25,9.05,2.92,58,29.914
2/15/2021,42.15,27.75,9.25,3.7,18.700001,41.25,115,64,9.4,2.96,59,29.864
2/16/2021,43.06,27.25,9.05,3.62,18.5,41.25,114,66.25,9.3,2.96,59,29.871
2/17/2021,44.91,28.75,8.95,3.64,18.299999,40.75,113,65.5,9.35,2.94,59.25,29.981
2/18/2021,45.71,29,9.1,3.62,19.700001,40.5,114,65.5,9.35,2.94,60,30.008
2/19/2021,44.98,28,8.9,3.58,19.5,40,111.5,63.5,9.2,2.9,58.25,30.014
2/22/2021,45.53,27.5,8.6,3.46,18.299999,40,110.5,62.25,8.9,2.82,57.25,30.013
2/23/2021,45.34,28.25,8.9,3.48,18.700001,40.5,114,64,9.45,2.84,59.75,30.007
2/24/2021,44.55,28.5,8.75,3.38,18.4,39.5,113.5,62.75,9.4,2.92,58.75,30.031
2/25/2021,45.28,29.25,8.85,3.52,19.4,40,115,62.75,9.85,2.96,59.25,30.041
3/1/2021,45.64,29.25,8.85,3.52,19.4,40,115,62.75,9.85,2.96,59.25,30.338
3/2/2021,46.26,28.5,8.7,3.42,20.5,39.75,112.5,62.75,9.4,2.92,59.25,30.337
3/3/2021,45.76,28,8.95,3.44,20.700001,41,113.5,64.5,9.6,2.92,60.5,30.297
3/4/2021,45.6,27.75,8.8,3.44,21,40,113.5,63.25,9.35,2.94,61,30.361
3/5/2021,45.52,28.25,8.9,3.5,21,40.5,116,65.5,9.65,2.98,62.75,30.451
3/8/2021,46.78,28.25,9.1,3.56,21.1,42,119,67.75,9.65,2.98,64.25,30.686
3/9/2021,46.57,27.75,8.85,3.5,20.799999,41.25,119,66.75,9.5,3.06,63.5,30.836
3/10/2021,46.99,27.75,8.85,3.56,21,41.5,118.5,67.5,9.45,3.06,63.25,30.763
3/11/2021,47.62,27.75,8.9,3.72,20.5,41.5,119.5,67,9.5,3.02,64.5,30.618
3/12/2021,47.82,27.75,8.7,3.74,20.799999,41.75,119,68,9.4,3.1,64.25,30.657
3/15/2021,48.36,27.75,8.7,3.68,20.799999,41.25,119.5,68.5,9.3,3.28,63.75,30.733
3/16/2021,49.1,27.5,8.65,3.76,20.700001,40.75,116,67.75,9.35,3.24,62.5,30.733
3/17/2021,47.74,27.5,8.65,3.86,20.4,40.5,118,66.25,9.35,3.24,62.5,30.798
3/18/2021,47.02,27.25,8.55,3.86,20.1,40.5,116.5,66.25,9.25,3.3,61.75,30.762
3/19/2021,48.12,27.5,8.45,3.88,20,40.5,115,65,9.2,3.5,60.75,30.884
3/22/2021,48.23,26.75,8.45,3.82,20.4,40.5,114.5,64.75,9.45,3.5,62,30.906
3/23/2021,47.62,26.25,8.35,3.74,20.6,40.25,113,64,9.25,3.46,61.25,30.962
3/24/2021,48,26,8.25,3.76,20.299999,40.25,112.5,63.25,9,3.44,61.25,31.017
3/25/2021,48.4,26,8.25,3.74,20.299999,40.25,114,63.25,9.1,3.38,60.75,31.093
3/26/2021,48.52,26.25,8.5,3.78,20.5,40.25,113.5,63,9.2,3.4,61,31.147
3/29/2021,47.62,26.25,8.55,3.78,20.5,40.75,114.5,63.5,9.25,3.4,61.25,31.199
3/30/2021,49.93,26.25,8.3,3.74,20.799999,40.75,114,63,9.1,3.38,60.5,31.222
3/31/2021,50.63,25.75,8.35,3.72,20.6,41,114,62.75,9,3.46,60.75,31.357
4/1/2021,50.83,26.25,8.45,3.86,20.9,40.75,114.5,63.25,9.05,3.46,60.25,31.281
4/2/2021,52.24,26,8.4,4.08,20.799999,40.5,116,62.75,9.15,3.44,57.75,31.246
4/5/2021,52.25,25.25,8.2,3.96,20.4,40,114,61.25,9,3.38,56.25,31.368
4/7/2021,53.21,24.9,8.2,3.92,20.200001,39.5,113.5,61,8.85,3.26,55.75,31.315
4/8/2021,52.91,24.799999,8.25,4.06,20.200001,39,111,61.5,8.75,3.3,56,31.445
4/9/2021,53.57,25,8.25,3.98,20.4,39.25,111.5,62,8.75,3.26,55.5,31.444
4/12/2021,52.36,24.200001,8.05,3.88,19.799999,39,111.5,61,8.5,3.18,54,31.547
4/16/2021,52.2,24.9,8.4,3.96,20.1,39.75,116,62.5,8.95,3.14,55.75,31.271
4/19/2021,52.36,24.799999,8.45,3.96,20.200001,39.75,115.5,63.25,8.9,3.34,55.25,31.243
4/20/2021,52.98,25,8.35,3.92,20.5,39.75,115.5,63.25,8.9,3.28,55.25,31.22
4/21/2021,53.24,24.9,8.3,3.9,20.700001,39.25,114.5,63,8.85,3.28,54.25,31.312
4/22/2021,53.13,24.5,8.2,3.84,20.299999,39,114.5,62.25,8.7,3.28,54,31.324
4/23/2021,52.27,24.5,8.1,3.8,19.9,38.75,113,61.75,8.55,3.28,53.5,31.403
4/26/2021,52.77,24.6,8.15,3.8,19.9,38.75,114,63.75,8.75,3.24,53.75,31.439
4/27/2021,52.61,24.9,8.2,3.92,19.799999,39,114.5,64,8.85,3.24,55,31.423
4/28/2021,52.85,25,8.45,3.94,20.1,39.25,116,65.25,9.15,3.28,56.75,31.404
4/29/2021,52.34,25.25,8.5,4.1,20,40.5,118,67.5,9.05,3.24,57.75,31.247
4/30/2021,52.2,25.75,8.55,4.14,20.1,40,119,67.75,9.4,3.26,59.25,31.198
5/5/2021,53.55,24.9,8.35,4.14,19.799999,39.5,117.5,66.75,9.2,3.18,58.25,31.183
5/6/2021,54.76,25.25,8.55,4.16,20,39.75,119.5,67.75,9.45,3.18,59.25,31.202
5/7/2021,55.69,25.75,8.4,4.22,20,40.5,120,69.5,9.5,3.24,59.5,31.234
5/10/2021,56.23,26.25,8.75,4.2,21,40.5,121.5,69,9.75,3.26,60.25,31.116
5/11/2021,56.85,26,8.6,4.18,20.9,40.25,121,68.5,9.75,3.36,59.5,31.096
5/12/2021,57.97,25.25,8.6,4.22,20.5,39.75,119.5,67.25,9.7,3.4,58.75,31.217
5/13/2021,58.36,25.25,8.45,4.1,20,40,119.5,67,9.55,3.26,59,31.332
5/14/2021,58.68,24.5,8.35,4.04,19.4,40.25,119,67.5,9.55,3.28,58.5,31.356
5/17/2021,58.24,24.799999,8.35,4.08,18.9,39.75,118.5,67,9.5,3.26,58.5,31.427
5/18/2021,59.47,26.25,8.5,4.04,19.1,40,121,66.75,9.7,3.28,60,31.465
5/19/2021,60.37,25.75,8.55,3.96,19,39.75,119.5,65.75,9.85,3.24,59.5,31.436
5/20/2021,60.09,25.5,8.55,3.94,18.9,39,116,65.25,10.1,3.26,57.5,31.387
5/21/2021,60.05,25.25,8.4,4.06,18.799999,38.5,116.5,64.5,9.95,3.2,56.75,31.392
5/24/2021,61.14,25.25,8.35,4.04,18.799999,38.25,117,64.25,9.8,3.24,56,31.378
5/25/2021,60.52,25.25,8.35,4.04,19,38.75,118.5,62.5,9.9,3.22,56.75,31.34
5/27/2021,59.24,25.5,8.4,4.04,19.4,38.75,117,62.75,9.8,3.26,56.5,31.28
5/28/2021,61.49,25.25,8.45,4.1,19.1,39.25,117.5,63,9.65,3.22,59.25,31.292
5/31/2021,61.67,25.5,8.45,4.04,19.4,39.5,118.5,63.25,9.75,3.2,59,31.254
6/1/2021,63.22,26.5,8.65,4.1,19.4,41.5,119.5,63.75,10.3,3.24,59.75,31.181
6/2/2021,63.53,26.75,8.75,4.14,19.6,41.5,120.5,64,10.5,3.26,60,31.158
6/4/2021,61.5,26.5,8.7,4.12,19.299999,41.25,120.5,63.25,10.3,3.36,60.25,31.235
6/7/2021,60.64,27,8.8,4.1,19.299999,41.25,120,63,10.2,3.34,59.25,31.205
6/8/2021,59.75,27,8.6,4.02,19.200001,40.5,121,61.75,10.1,3.3,58,31.21
6/9/2021,61.28,26.75,8.6,4.02,19.4,40.75,121,62.25,10.4,3.28,58.5,31.155
6/10/2021,63.83,26.25,8.5,4,19.299999,40.75,120,61,10.2,3.3,57.75,31.144
6/11/2021,66.09,26.5,8.45,4,19.5,41.5,121,61.25,10.2,3.3,57.5,31.085
6/14/2021,65.05,26.25,8.45,4.04,19.4,41.5,120,60.5,10.3,3.24,57.25,31.12
6/15/2021,64.01,26,8.35,4,18.9,40.75,119.5,59.25,10.2,3.2,57.25,31.127
6/16/2021,64.44,26.25,8.55,4.04,19,41.25,121,60.25,10.5,3.24,58,31.178
6/17/2021,66.02,26,8.5,4.02,19.1,41,120.5,59,10.7,3.22,57.25,31.337
6/18/2021,65.61,26.5,8.35,3.9,19.1,40,118,58.75,10.3,3.2,55.5,31.398
6/21/2021,65.39,25.5,8.2,3.86,19.1,39.75,117,57.75,10.3,3.2,55,31.564
6/22/2021,64.8,25.5,8.2,3.88,19.1,40,119,57.75,10.5,3.2,55.75,31.661
6/23/2021,64.6,25,8.35,3.84,19,40,119,58,10.5,3.2,55,31.801
6/24/2021,60,25,8.3,3.82,19,40,120,59.25,10.2,3.16,55,31.898
6/25/2021,61.42,25.25,8.2,3.8,18.799999,39.75,120.5,59,9.85,3.16,55,31.785
6/28/2021,61.55,25,8.25,3.82,18.700001,39.75,119,59.25,9.8,3.18,54.25,31.901
6/29/2021,57.76,25,8.2,3.88,18.4,39.5,119,59.75,9.8,3.18,55.25,32.012
6/30/2021,61.18,24.700001,8.25,3.84,18.5,39.25,117,59,9.7,3.2,54.5,32.05
7/1/2021,58.56,24.6,8.3,3.92,18.4,39,118,59.25,9.65,3.24,54.5,32.023
7/2/2021,60.97,24.700001,8.2,3.86,18,38.75,118,60,9.35,3.22,54,32.179
7/5/2021,61.56,25.5,8.3,3.84,18.200001,39,119,60.25,9.35,3.22,54.5,32.169
7/6/2021,60.55,25.5,8.3,3.9,18.1,39,121.5,60.25,9.45,3.24,54.5,32.131
7/7/2021,59.16,25.25,8.15,3.8,17.799999,38.75,118.5,59,9.05,3.18,53,32.295
7/8/2021,61.45,24.299999,7.7,3.64,17.200001,37.25,114.5,58.25,8.95,3.14,51.5,32.451
7/9/2021,58.65,24.4,7.75,3.7,17.1,37.25,113,58.5,9,3.12,51.5,32.664
7/12/2021,59.33,24.1,7.7,3.64,17.200001,37,112,54.75,8.85,3.16,51.25,32.612
7/13/2021,59.77,24.6,7.85,3.7,17.4,37.75,114,58,8.95,3.18,51.75,32.613
7/14/2021,59.6,24.299999,7.9,3.7,17.299999,37.5,111.5,56.75,8.9,3.16,50.75,32.649
7/15/2021,59.32,24.200001,7.9,3.68,17.4,37.25,110.5,57,9.1,3.18,49.75,32.649
7/16/2021,59.7,24.6,7.85,3.7,17.799999,37.5,112,58,9.05,3.14,49.75,32.751
7/19/2021,60.18,24,7.65,3.66,16.9,36.5,109.5,57.25,8.9,3.16,48.5,32.869
7/20/2021,63.15,22.700001,7.4,3.52,16.700001,35.75,107.5,56,8.8,3.1,46.75,32.83
7/21/2021,63.46,22.9,7.4,3.52,16.6,36,108,57.5,9,3.1,47.25,32.865
7/22/2021,63.13,23.4,7.45,3.56,16.700001,36.25,108.5,58,9,3.1,47,32.851
7/23/2021,63.38,23.5,7.45,3.54,16.700001,35.75,108,57,8.95,3.08,47,32.922
7/27/2021,62.44,23,7.35,3.52,16.1,35.5,107,57,8.7,3.08,46.25,32.92
7/29/2021,61.35,23.6,7.4,3.58,15.6,35.5,107.5,57.5,8.9,3.1,47,32.881
7/30/2021,61.43,23.1,7.3,3.52,15.7,34.75,103,56.75,8.4,3.08,44,32.894
8/2/2021,62.14,24,7.75,3.54,15.4,35,105.5,58,8.95,3.04,44.75,32.959
8/3/2021,61.91,24.700001,7.8,3.62,16,35.25,105.5,58.5,9.05,3.06,46.5,32.993
8/4/2021,62.94,24,7.5,3.6,16.5,35,106,58.25,8.95,3,46.25,33.079
8/5/2021,63.86,23.799999,7.35,3.54,16.1,34.5,104.5,57.25,8.7,3.02,44.75,33.144
8/6/2021,65.01,23.5,7.4,3.5,15.7,34.5,104.5,57.25,8.7,3,45,33.358
8/9/2021,63.58,22.9,7.1,3.54,15.9,34.5,105,58,8.05,3.04,45,33.448
8/10/2021,64.49,23.1,7.25,3.6,15.8,34.75,106.5,59.5,8.3,3.06,45.25,33.465
8/11/2021,65.69,23.4,7.15,3.62,15.6,34.5,103.5,59.25,8.1,3.04,45,33.382
8/13/2021,65.63,23.9,7.05,3.78,15.4,35,103,60,8.05,3.02,45.5,33.281
8/16/2021,64.71,24.200001,7.05,3.84,16.299999,35.25,104.5,60.5,7.85,2.98,45.75,33.406
8/17/2021,64.9,24.200001,7.05,3.84,16.1,36,103.5,60.75,8,2.98,46.5,33.419
8/18/2021,64.92,24.4,7.15,3.88,16.9,35.75,104,60.25,8.1,3.04,46.75,33.201
8/19/2021,65.28,23.799999,7.05,3.82,17.5,35.25,102.5,58.25,7.9,3.1,45.5,33.409
8/20/2021,66.08,23.700001,7.1,3.78,17.299999,35,100.5,56.5,7.9,3.16,44.5,33.35
8/23/2021,63.82,24.299999,7.3,3.86,18.200001,36,104.5,58,8.15,3.32,45.75,33.343
8/24/2021,65.37,24.799999,7.4,3.88,18.200001,37,108.5,59.5,8.4,3.38,47,33.131
8/25/2021,66.27,25,7.4,3.92,17.9,37.25,108.5,60.5,8.4,3.36,47.25,32.839
8/26/2021,65.49,24.9,7.35,3.9,18,37,107,62,8.3,3.38,47,32.76
8/27/2021,63.36,26.25,7.65,3.9,18.4,37.75,108.5,62,8.6,3.4,48,32.687
8/30/2021,62.05,27.25,8.05,4.02,18.5,38.75,113.5,63.5,8.95,3.38,50,32.507
8/31/2021,63.58,27,7.9,3.98,18.299999,38.25,111.5,64,8.8,3.38,49.75,32.338
9/1/2021,66.05,26.75,7.8,3.98,18.200001,37.5,109.5,62.75,8.7,3.36,49,32.324
9/2/2021,66.07,26.75,7.8,3.98,18,38,110,63.5,8.75,3.34,49.25,32.447
9/3/2021,66.21,27,7.85,3.98,17.9,38.25,110,61.5,8.8,3.3,49.5,32.555
9/6/2021,66.85,27.25,8.1,4,17.799999,38,108.5,60,8.95,3.32,49.5,32.415
9/7/2021,66.32,27.75,8.05,3.88,17.299999,37.5,108,59.25,8.9,3.34,49.5,32.499
9/8/2021,66.59,26.5,8.05,3.9,17.299999,37.25,106.5,59.5,9.05,3.38,48.75,32.78
9/9/2021,66.96,26.75,8.2,3.92,17.700001,37.25,106,60.25,9.1,3.26,49.5,32.738
9/10/2021,67.72,26.25,8.05,3.92,17.5,38,106.5,60,9.05,3.3,49.25,32.686
9/13/2021,68.83,26.5,8.05,3.92,18.200001,38.25,108,60.5,9,3.32,49.25,32.798
9/14/2021,68.81,26.75,8.2,4,18.4,39,112.5,60.75,9.45,3.28,50.5,32.924
9/15/2021,69.62,27,8.1,4.04,18.299999,39,112.5,60,9.25,3.3,50.75,32.913
9/16/2021,69.23,27,8.2,4.08,18.200001,39.75,113,60.75,9.25,3.26,51,32.926
9/17/2021,70.05,26.5,8.15,4.02,17.9,39,113,60.5,9.15,3.28,50.5,33.18
9/20/2021,69.96,25.5,7.85,3.94,17.4,39,111.5,58.75,8.9,3.24,48.75,33.363
9/21/2021,70.29,26,7.9,4,17.4,39.5,112.5,59.5,9,3.2,49.25,33.428
9/22/2021,70.91,26.25,8,4,17.4,39.5,112.5,60,9,3.22,49.5,33.442
9/23/2021,70.88,26.75,8,4.04,17.200001,40,113,60.5,9.05,3.2,50,33.498
9/27/2021,72.12,27.5,8.1,4.1,16.299999,40.5,117,61.75,9.45,3.2,52.5,33.432
9/28/2021,72.15,28,8.35,4.16,16.1,40.5,119,63.75,10.1,3.16,53,33.672
9/29/2021,71.04,27.5,8.3,4.18,16.4,39.25,119,63.25,9.9,3.22,52.75,33.855
9/30/2021,71.64,27.5,8.2,4.16,16.200001,39,117.5,63.25,9.85,3.18,52.25,33.897
10/1/2021,73.66,27.5,8.25,4.2,16.200001,38.75,117.5,63.5,10.1,3.18,53.5,33.725
10/4/2021,73.06,27.5,8.25,4.26,16,39,119.5,64,10.2,3.2,54.25,33.708
10/5/2021,73.08,28.5,8.25,4.38,15.8,39.75,120.5,64.5,10.2,3.2,54.75,33.808
10/6/2021,73.3,28.25,8.2,4.44,15.8,40,122,64.5,10.4,3.2,56.5,33.897
10/7/2021,74.05,28.25,8.05,4.36,16.4,39.5,120.5,64.75,10.3,3.22,56,33.796
10/8/2021,72.91,28.25,8.2,4.42,16.200001,39.75,121.5,65,10.6,3.22,56.25,33.883
10/11/2021,72.98,28.75,8.25,4.48,16,40,123.5,64.75,10.7,3.22,56.5,33.814
10/12/2021,73.47,28.75,8.2,4.46,15.9,40,123,64.75,10.7,3.3,56.5,33.481
10/14/2021,75.23,29,8.6,4.68,15.8,39.5,123.5,65.5,11,3.26,57.75,33.209
10/15/2021,75.16,28.5,8.65,4.64,15.9,39.25,124,64.75,11.2,3.28,57.5,33.25
10/18/2021,75.14,29.5,8.7,4.72,15.8,40,124.5,66.75,11,3.4,57.75,33.457
10/19/2021,76.25,28.75,8.45,4.56,15.7,39.5,123,65.5,10.7,3.34,57,33.336
10/20/2021,73.37,30.25,8.55,4.62,15.7,39.5,123.5,66.25,11.1,3.3,57.25,33.422
10/21/2021,72.2,30,8.55,4.64,15.5,40,125.5,66,11.2,3.3,58.25,33.377
10/25/2021,72.94,28.5,8.4,4.48,15.6,39.5,122.5,65.25,10.8,3.28,57.25,33.153
10/26/2021,74.56,28.5,8.4,4.46,15.5,39.25,124,65,10.9,3.3,56.75,33.119
10/27/2021,74.1,28,8.15,4.4,15.5,38.75,121.5,63.75,10.7,3.3,56.25,33.246
10/28/2021,75.25,27.75,7.9,4.34,15.7,38.25,118.5,62.25,10.3,3.28,55.75,33.285
10/29/2021,73.13,27.5,7.95,4.3,15.6,38,117.5,62.75,10.5,3.28,55.75,33.184
11/1/2021,71.65,27,7.75,4.24,14.9,38,116.5,62.5,10,3.34,55,33.41
11/2/2021,71.81,27.5,7.95,4.36,14.6,38,118.5,62,10.3,3.28,55.25,33.305
11/3/2021,66.42,26.5,7.8,4.18,14.4,37.75,117.5,61.5,10.1,3.26,54.75,33.347
11/4/2021,67.42,26.75,7.85,4.18,14.8,37.5,118,62,10.2,3.28,54.5,33.375
11/5/2021,70.3,26.25,7.75,4.12,14.6,37.25,117.5,61,9.9,3.3,53.25,33.326
11/8/2021,71.91,26.75,7.95,4.18,14.6,38.25,119,61.75,10.5,3.3,54.5,33.09
11/9/2021,72.07,27,7.95,4.22,14.7,38.25,119.5,62,10.4,3.28,55,32.793
11/10/2021,71.91,27,7.9,4.12,14.6,38.5,120.5,62.5,10.4,3.28,55.25,32.765
11/11/2021,71.65,28,7.8,4.1,14.8,38,119.5,61.5,10.3,3.28,54.5,32.883
11/12/2021,72.39,27.5,7.75,4.04,15.2,37.5,117.5,61.5,10.2,3.26,54,32.809
11/15/2021,73.62,27.25,7.8,4,15.4,38,118.5,61.5,10,3.24,54,32.707
11/16/2021,73.95,26.75,7.75,3.98,15.4,37.75,118.5,61.5,9.95,3.28,54.25,32.734
11/17/2021,71.26,26.25,7.55,3.92,15.3,38,119,60.75,9.6,3.28,52,32.768
11/18/2021,70.56,26.25,7.65,3.9,15.7,37.75,118.5,61.25,9.5,3.28,52.25,32.614
11/19/2021,68.15,26,7.65,3.98,15.5,37.75,119,60.75,9.7,3.28,52,32.615
11/22/2021,69.09,25.5,7.6,3.94,15.8,37.25,117.5,59.75,9.55,3.24,51.25,32.865
11/23/2021,68.28,25.75,7.6,3.96,15.6,37,118,60.25,9.5,3.3,51,33.071
11/24/2021,66.48,26,7.65,4.08,15,37.75,119,60.75,9.7,3.3,51.75,33.292
11/25/2021,68.29,25.75,7.65,4.04,14.8,37.75,118,60,9.8,3.3,51.75,33.331
11/26/2021,69.25,25,7.45,3.94,14.6,37,116.5,58.25,9.55,3.22,49.75,33.542
11/29/2021,69.09,24.4,7.35,3.86,14.4,36,113.5,57,9.25,3.2,48.5,33.746
11/30/2021,68.44,24.200001,7.25,3.74,14.4,35.5,113.5,56.25,9,3.28,46.5,33.719
12/1/2021,67.29,24.9,7.3,3.82,14.6,36.75,118,57.25,9.1,3.28,47.5,33.703
12/2/2021,66.59,24.799999,7.45,3.86,14.9,37.25,118,57.5,9.2,3.24,48,33.818
12/3/2021,65.46,25,7.45,3.84,15.1,36.75,117.5,57.75,9.3,3.24,48.25,33.889
12/7/2021,63.69,25.5,7.6,3.88,15.2,37.5,117.5,58.5,9.55,3.24,49,33.822
12/8/2021,62.32,25.25,7.6,3.84,15.3,37.5,118,58.5,9.6,3.24,49.25,33.512
12/9/2021,65.64,25,7.5,3.84,15,37.5,118.5,58.25,9.5,3.26,48.25,33.424
12/13/2021,67.54,25,7.55,3.86,15.2,37.5,119.5,58.5,9.65,3.22,49.25,33.433
12/14/2021,68.36,25,7.5,3.82,15.1,37.75,120,58.25,9.65,3.24,49.75,33.414
12/15/2021,67.42,24.799999,7.4,3.8,15,37.5,118.5,58,9.65,3.24,49,33.408
12/16/2021,68.74,25,7.4,3.86,15.4,37.5,119.5,59,9.75,3.22,50,33.445
12/17/2021,69.21,25,7.3,3.84,15.2,38,120,59,9.5,3.24,49.5,33.381
12/20/2021,68.5,24.4,7.25,3.74,14.9,37.25,116.5,57.5,9.2,3.24,48,33.492
12/21/2021,68.59,24.5,7.2,3.74,15,37,117.5,57.75,9.2,3.22,47.75,33.682
12/22/2021,69.99,24.5,7.2,3.74,15,37.5,117,57.75,9.15,3.26,47.5,33.769
12/23/2021,69.29,24.9,7.25,3.78,15,38,118,58.25,9.3,3.24,48.75,33.593
12/24/2021,68.75,25,7.3,3.8,15.1,38,117.5,58.5,9.5,3.26,49,33.518
12/27/2021,68.8,24.700001,7.3,3.78,15,37.75,118,57.75,9.45,3.26,48.25,33.509
12/28/2021,68.35,25,7.35,3.82,15.1,38,119,58.25,9.8,3.24,49.25,33.546
12/29/2021,69.3,25.25,7.4,3.82,15.1,38.25,118.5,58.5,9.95,3.26,49.75,33.553
12/30/2021,68.14,25.25,7.35,3.84,15.1,38,118,58.75,9.8,3.24,49.5,33.383
1/4/2022,69.72,25.5,7.35,3.9,15.2,38,119.5,59.5,9.85,3.24,50,33.311
1/5/2022,70.45,26.25,7.6,3.98,15.2,39,120.5,60.5,10.2,3.28,52,33.198
1/6/2022,70.46,25.5,7.45,3.92,14.9,38,119.5,59,10.2,3.24,51.5,33.372
1/7/2022,72.61,27,7.5,3.94,15.4,38.75,124,59,10.4,3.26,52.25,33.6
1/10/2022,72.61,27,7.5,3.96,15.5,38.5,122.5,59.75,10.4,3.26,52,33.693
1/11/2022,71.97,27,7.7,4.06,15.2,39,123.5,60.25,10.6,3.26,52,33.509
1/12/2022,70.29,27.5,7.75,4.12,15.1,39.25,123.5,61,10.7,3.34,52.75,33.382
1/13/2022,70.56,26.75,7.65,4.08,15.1,39.25,123.5,61,10.7,3.44,52.25,33.238
1/14/2022,72.23,26.75,7.7,4.06,15.1,38.75,123.5,60.5,10.7,3.4,52.25,33.198
1/17/2022,73.3,27.5,7.65,4.08,15,38.75,122.5,59.5,10.6,3.64,52.25,33.212
1/18/2022,73.98,27,7.55,3.98,14.8,38,126.5,57.75,10.5,3.68,51.75,33.014
1/19/2022,75.45,27.5,7.8,4.02,14.7,39,127.5,58.25,11,3.62,52.5,33.19
1/20/2022,75.29,27,7.85,4,14.7,39.5,128,57.75,10.8,3.6,53.5,32.939
1/21/2022,74.83,27,7.7,3.94,14.6,38.75,127,57.25,10.9,3.54,52.5,33.012
1/24/2022,75.03,26.75,7.7,3.88,14.5,38.5,124,57.25,10.5,3.54,51.75,33.028
1/25/2022,75.88,27,7.65,3.82,14.2,38.25,125,56.75,10.5,3.36,50.75,33.042
1/26/2022,77.62,27.5,7.65,3.86,14.2,39,127.5,57,9.6,3.34,52.5,32.959
